b8-b8a,(b8a-b7)/(b8a+b7),B5/B6,B4/b8a,(b8a-b4)/(b8a+b4),lg5,b8a/b9,B5/b9,B8/b8a,B3/B5,b8-b9,b3-b5,b8-b11,B3/B6,lg8a,(b8-b7)/(b8+b7),b8a-b9,(b8-b8a)/(b8+b8a),B7/b8a,B3/b8a,B5/B7,B3/B11,(b8-b5)/(b8+b5),b4-b8,b4-b6,(b8a-b5)/(b8a+b5),0.1494,0.0734,(b8-b4)/(b8+b4),B4/B7,B6/B8,b2-b5,B2/B12,b9/B11,b3-b4,B7/B12,B5/b8a,1/b11,(b8a-b11)/(b8a+b11),lg8,b6-b9,(b8-b9)/(b8+b9),B6/b8a,B2/b8a,B2/B7,b8-b12,(b8-b2)/(b8+b2),B6/B12,(b8a-b6)/(b8a+b6),(b8-b11)/(b8+b11),b8a-b12,b5-b8a,b2-b4,1/b3,lg4,B8/B12,b11-b12,B5/B12,b6-b8a,(b8-b6)/(b8+b6),b6-b7,B2/B6,B3/B8,b6-b8,b7-b11,B3/B12,0.0498,b9/B12,1/b4,B3,1/b9,b7-b9,B3/B4,B2/B8,b8a-b11,B3/B7,b3-b7,B6/B11,1/b12,b8a/B12,b5-b8,0.0755,0.1532,B7,B7/B8,B4/B8,B7/b9,B2/B3,B3/b9,B11/B12,B8/b9,B6/B7,B4/B6,lg11,b8a/B11,B2/b9,B12,(b8a-b3)/(b8a+b3),b5-b7,B11,B4/B11,lg2,lg3,b4-b5,B5/B11,(b8-b3)/(b8+b3),b3-b6,B5,B5/B8,(b8a-b2)/(b8a+b2),B6/b9,B8/B11,lg12,(b8-b12)/(b8+b12),B4/B12,B2/B11,lg9,B6,0.1554,B8,B2,0.1283,b9,b8a,b7-b8,b7-b8a,b2-b3,b4-b7,b9-b11,0.0911,1/b5,b9-b12,b5-b6,b2-b6,1/b8,1/b8a,B4,0.1366,0.1066,1/b7,lg7,(b8a-b9)/(b8a+b9),B2/B5,B4/b9,B4/B5,(b8a-b12)/(b8a+b12),1/b2,lg6,1/b6,B7/B11,B2/B4,0.1248,som,class,som
-0.0201,0.094546451,0.446084724,0.962443665,0.019137535,-0.863546527,0.984714004,0.34270217,0.899349024,1.965467626,-0.0232,0.0671,-0.1132,0.876765083,-1.429343406,0.041763341,-0.0031,-0.052992354,0.827240861,0.684026039,0.420702179,0.466530055,0.441991168,0.0126,0.0364,0.483655275,0.274007682,0.427604871,-0.033889188,1.163438257,0.867483296,0.0365,0.399547682,0.692622951,-0.0556,0.622691293,0.348022033,3.415300546,-0.189035533,-1.341033246,-0.047,-0.060669456,0.780170255,0.530796194,0.641646489,-0.0857,0.257703081,0.587259706,0.123488045,-0.239627434,-0.0656,-0.1302,-0.0862,7.320644217,-1.396167154,0.676969469,0.0275,0.261967584,-0.0439,0.070960048,-0.0094,0.680359435,0.760579065,-0.0238,-0.1276,0.514888805,0.181232751,0.76441764,5.202913632,0.1366,4.930966469,-0.0376,0.710718002,0.590200445,-0.0931,0.826876513,-0.0286,0.532103825,3.769317753,0.752732755,-0.1101,0.328310011,0.281818182,0.1652,0.919821826,1.070155902,0.814595661,0.775988287,0.67357002,1.103656238,0.885601578,0.943099274,1.233632863,-1.874663987,0.682035519,0.522682446,0.2653,0.187630092,-0.0957,0.2928,0.656420765,-1.025962878,-1.156672036,0.1227,0.237363388,0.13598988,-0.0192,0.0695,0.386971047,0.30650965,0.768244576,0.613387978,-1.735319522,-0.192627557,0.724462872,0.362021858,-1.443142947,0.1558,0.288672351,0.1796,0.106,0.46946347,0.2028,0.1997,-0.0144,-0.0345,-0.0306,0.027,-0.09,0.465650895,14.38848921,-0.0625,-0.0863,-0.0498,5.567928731,5.007511267,0.1922,0.282522996,0.337680165,6.053268765,-1.278788802,-0.007701863,1.525179856,0.947731755,2.765467626,-0.141075269,9.433962264,-1.238493549,6.418485237,0.56420765,0.551508845,0.275956284,27.3,3,27
-0.0185,0.080986793,0.434500649,1.005071462,-0.002529317,-0.851843033,1.023113208,0.316037736,0.914707238,1.725373134,-0.0136,0.0486,-0.0592,0.749675746,-1.506613019,0.036572623,0.0049,-0.044546111,0.850161365,0.5329645,0.363340564,0.448757764,0.495101733,0.0196,0.0638,0.528002818,0.439180538,0.285520974,-0.047070125,1.182212581,0.777217742,0.0354,0.47145488,0.822981366,-0.1024,0.848987109,0.30889811,3.881987578,-0.085774499,-1.423571982,-0.0578,-0.033138402,0.710926694,0.472106962,0.555314534,-0.0188,0.319148936,0.709944751,0.168957154,-0.129824561,-0.0003,-0.1499,-0.1156,8.650519031,-1.511616379,0.913443831,0.0404,0.308471455,-0.0627,0.125354509,-0.0302,0.664072633,0.58266129,-0.0442,-0.0732,0.532228361,0.158233671,0.976058932,4.587155963,0.1156,4.716981132,-0.0276,0.530275229,0.516129032,-0.0407,0.626898048,-0.0688,0.598602484,4.604051565,0.998618785,-0.1314,0.289558665,0.386060606,0.1844,0.929435484,1.098790323,0.869811321,0.885813149,0.545283019,1.186003683,0.935849057,0.836225597,1.413748379,-1.697636821,0.842003106,0.483018868,0.2172,0.304661654,-0.1174,0.2576,0.846273292,-1.01040715,-1.067187835,0.151,0.260093168,0.263694268,-0.0386,0.067,0.337701613,0.358596931,0.727358491,0.770186335,-1.507976792,-0.045235804,1.003683241,0.397515528,-1.484419226,0.1542,0.344701583,0.1984,0.1024,0.369006849,0.212,0.2169,-0.014,-0.0325,-0.0132,0.0336,-0.0456,0.337075648,14.92537313,-0.0052,-0.0872,-0.0518,5.040322581,4.610419548,0.218,0.406044678,0.326698696,5.422993492,-1.361954196,0.011424574,1.528358209,1.028301887,3.253731343,-0.000691085,9.765625,-1.231655073,6.485084306,0.715838509,0.469724771,0.407103825,28.61,3,29
-0.0181,0.084538103,0.412146226,0.97605061,0.012119826,-0.865409128,1.009119927,0.31874145,0.918210574,2.020028612,-0.0161,0.0713,-0.0849,0.83254717,-1.526674237,0.042051282,0.002,-0.042638398,0.844103028,0.638047899,0.374197002,0.490107602,0.488099597,0.0128,0.0464,0.519917582,0.42637644,0.458728011,-0.030534351,1.156316916,0.834645669,0.0367,0.42776886,0.76119403,-0.0748,0.749598716,0.315860822,3.471017008,-0.131134668,-1.444927395,-0.0497,-0.038106509,0.766380479,0.481699051,0.570663812,-0.046,0.311814074,0.680577849,0.13225889,-0.172806839,-0.0279,-0.1514,-0.1094,7.082152975,-1.502525184,0.81540931,0.0389,0.280497592,-0.0517,0.090128755,-0.0172,0.628537736,0.69488189,-0.0336,-0.1013,0.566613162,0.184912603,0.880016051,4.62962963,0.1412,4.55996352,-0.0325,0.653703704,0.524606299,-0.0668,0.755888651,-0.0456,0.588684485,4.012841091,0.888041734,-0.1333,0.334768568,0.412727273,0.1868,0.919291339,1.062992126,0.851801186,0.754957507,0.643866849,1.156099518,0.926584587,0.907922912,1.273584906,-1.850286846,0.768136064,0.486092111,0.2492,0.220965517,-0.1169,0.2881,0.749739674,-1.028549664,-1.176241839,0.1461,0.242624089,0.180023229,-0.0284,0.0699,0.343996063,0.349801769,0.773369813,0.705310656,-1.657132735,-0.101679929,0.866773676,0.370010413,-1.517539644,0.1696,0.389159562,0.2032,0.1066,0.456050228,0.2193,0.2213,-0.0164,-0.0345,-0.0346,0.0292,-0.0688,0.422614274,14.30615165,-0.0299,-0.0997,-0.063,4.921259843,4.518752824,0.216,0.437582129,0.432395333,5.353319058,-1.37245163,0.004539265,1.525035765,0.98495212,3.090128755,-0.059298618,9.380863039,-1.297733641,5.896226415,0.648385977,0.493518519,0.423497268,26.93,3,27
-0.0261,0.085274725,0.391139924,0.971243418,0.014588042,-0.876991864,1.043092522,0.305872412,0.894289186,2.080110497,-0.0159,0.0782,-0.0889,0.813614263,-1.646147683,0.029610632,0.0102,-0.055805003,0.842851357,0.609963548,0.347909659,0.486277042,0.506139154,0.019,0.0547,0.546507986,0.578745198,0.52232747,-0.041250543,1.15233061,0.838315217,0.0476,0.470219436,0.764288021,-0.0892,0.815438871,0.293236128,3.228931224,-0.112827884,-1.524388081,-0.0516,-0.034754098,0.749696233,0.486026731,0.576645843,-0.0344,0.295774648,0.72531348,0.143055556,-0.167577757,-0.0083,-0.1745,-0.1198,6.640106242,-1.612510966,0.865203762,0.0545,0.28369906,-0.0618,0.087952698,-0.023,0.648298217,0.682065217,-0.0357,-0.1016,0.590125392,0.207911684,0.927507837,4.170141785,0.1506,4.224757076,-0.0286,0.628023353,0.543478261,-0.0628,0.723690533,-0.0575,0.59767517,3.918495298,0.967476489,-0.1484,0.479009688,0.567878788,0.2081,0.942481884,1.086050725,0.879171948,0.796812749,0.636248416,1.213557994,0.932826362,0.889476213,1.295515937,-1.964409633,0.797223119,0.506970849,0.2552,0.242264151,-0.1357,0.3097,0.774297707,-1.085990045,-1.216286029,0.1674,0.233774621,0.18901454,-0.0345,0.0724,0.327898551,0.345870809,0.782002535,0.712948014,-1.686001365,-0.072268908,0.939655172,0.387471747,-1.59795017,0.1851,0.495127893,0.2208,0.12,0.517694064,0.2367,0.2469,-0.0127,-0.0388,-0.0306,0.0317,-0.073,0.438652767,13.8121547,-0.0185,-0.1127,-0.0651,4.528985507,4.050222762,0.2398,0.553219448,0.538778312,4.805382028,-1.466860856,0.021091811,1.657458564,1.013096747,3.312154696,-0.016530572,8.333333333,-1.365013325,5.402485143,0.671940588,0.500417014,0.568989071,27.3,3,27
-0.0219,0.087661575,0.426165076,0.987035436,0.006524576,-0.893049927,0.999568035,0.327861771,0.905358686,2.092226614,-0.022,0.0829,-0.1091,0.891633914,-1.573225847,0.038156591,-0.0001,-0.049671127,0.83880726,0.686257563,0.391035549,0.498430634,0.468114926,0.0189,0.0503,0.506020176,0.505761844,0.577807848,-0.043160539,1.176713035,0.850119332,0.0431,0.42591267,0.726616447,-0.0696,0.694702935,0.328003457,3.138731952,-0.158545455,-1.473153314,-0.0534,-0.049886621,0.769662921,0.51426102,0.613086038,-0.0699,0.275494673,0.637437366,0.13015873,-0.206589661,-0.048,-0.1555,-0.1094,6.297229219,-1.559323122,0.749821045,0.0392,0.271653543,-0.0533,0.081011352,-0.016,0.668163953,0.757995227,-0.0314,-0.1245,0.568360773,0.240110396,0.828561203,4.378283713,0.1588,4.319654428,-0.0374,0.695271454,0.568019093,-0.0872,0.818134982,-0.0353,0.559008161,3.579098067,0.828203293,-0.1336,0.468245425,0.473939394,0.1941,0.926491647,1.090214797,0.838444924,0.749370277,0.685961123,1.140300644,0.904967603,0.917568264,1.282425604,-2.013067917,0.726302574,0.514038877,0.2794,0.186058432,-0.1182,0.3186,0.716886378,-1.081720713,-1.251330318,0.1525,0.238229755,0.137659517,-0.0193,0.0759,0.362291169,0.320776256,0.769330454,0.657564344,-1.80579212,-0.142974023,0.817465999,0.373509102,-1.573690403,0.1781,0.463459196,0.2095,0.119,0.543093607,0.2315,0.2314,-0.0154,-0.0373,-0.0398,0.0343,-0.0871,0.503341353,13.17523057,-0.0479,-0.1022,-0.0591,4.77326969,4.321521175,0.2284,0.478975033,0.490734386,5.151983514,-1.404544755,-0.000216029,1.567852437,0.986609071,3.009222661,-0.093970243,8.403361345,-1.33451468,5.614823133,0.609227872,0.521015762,0.473360656,25.24,3,25
-0.0196,0.069065068,0.414120126,0.989613627,0.005220297,-0.905323566,1.007534533,0.329007953,0.918570835,2.096692112,-0.0178,0.0862,-0.088,0.868282403,-1.616752375,0.02670072,0.0018,-0.042442616,0.870793519,0.684669713,0.375,0.533160789,0.475475475,0.0171,0.0484,0.507673035,0.568501921,0.618403248,-0.037230568,1.136450382,0.858435097,0.0468,0.468434815,0.772889033,-0.0734,0.782966007,0.32654757,3.235198965,-0.124408876,-1.525759573,-0.0491,-0.038695652,0.788533444,0.520980474,0.598282443,-0.0466,0.276190476,0.709002615,0.118234611,-0.165975104,-0.027,-0.1621,-0.1128,6.067961165,-1.60498639,0.825924542,0.0414,0.293612253,-0.0509,0.076174252,-0.0198,0.660695469,0.745364089,-0.0313,-0.0995,0.615614494,0.264949402,0.892416885,4.198152813,0.1648,4.185851821,-0.0293,0.691855584,0.567164179,-0.0684,0.786259542,-0.0448,0.614040764,3.735524841,0.899140829,-0.1425,0.537136706,0.53030303,0.2096,0.947987336,1.07734057,0.877354542,0.76092233,0.68982838,1.154650728,0.925491838,0.905534351,1.255005269,-1.96116503,0.778712391,0.524905818,0.2677,0.187176326,-0.131,0.3091,0.770624393,-1.109013273,-1.277069414,0.1596,0.254286639,0.145892718,-0.025,0.0786,0.355495251,0.314941273,0.794474676,0.715302491,-1.747177696,-0.095335516,0.889802017,0.40569395,-1.60827593,0.1898,0.508526188,0.2211,0.1254,0.515981735,0.2389,0.2407,-0.0115,-0.0311,-0.0394,0.0286,-0.0702,0.472066292,12.72264631,-0.0288,-0.1112,-0.0644,4.522840344,4.154549231,0.2382,0.555190539,0.571036376,4.770992366,-1.473603224,0.003753128,1.595419847,0.997069904,3.030534351,-0.053107789,7.974481659,-1.385610012,5.268703899,0.678097703,0.526448363,0.579234973,27.3,3,27
-0.0175,0.060192437,0.406788247,0.996200929,0.001903151,-0.913004832,1.00296359,0.33996613,0.926129168,2.151930262,-0.0168,0.0925,-0.0847,0.875379939,-1.59888733,0.021891011,0.0007,-0.038351961,0.886449979,0.729421697,0.382380952,0.568234134,0.464130797,0.0166,0.0386,0.49369483,0.554417414,0.672530447,-0.036451471,1.123809524,0.899726527,0.0571,0.51021166,0.776718185,-0.0632,0.77979948,0.338961587,3.288391976,-0.124214418,-1.517995741,-0.0388,-0.036874451,0.83326298,0.579991558,0.654285714,-0.0499,0.229820628,0.733011511,0.090950956,-0.161795606,-0.0324,-0.1566,-0.0986,5.787037037,-1.594672526,0.81470479,0.0348,0.298180468,-0.0395,0.052783109,-0.0126,0.696048632,0.787602552,-0.022,-0.0941,0.641663572,0.280588776,0.877088749,4.237288136,0.1728,4.233700254,-0.0262,0.73220339,0.626253418,-0.0672,0.822857143,-0.0372,0.649128576,3.713330858,0.87968808,-0.1391,0.666307858,0.507272727,0.21,0.95715588,1.075660893,0.889077053,0.795138889,0.731583404,1.129223914,0.928873836,0.94,1.195542047,-1.934297411,0.779020059,0.581710415,0.2693,0.156455943,-0.1297,0.3041,0.776060506,-1.160074952,-1.311550642,0.1557,0.264057876,0.11881693,-0.0246,0.0803,0.365998177,0.265829548,0.83573243,0.7214732,-1.755113732,-0.102107632,0.876346082,0.451825058,-1.595608613,0.1974,0.492082826,0.2194,0.1374,0.501712329,0.2362,0.2369,-0.0094,-0.0269,-0.0354,0.026,-0.0679,0.476343224,12.45330012,-0.0331,-0.1171,-0.06,4.557885141,4.221190376,0.236,0.544021025,0.623198353,4.761904762,-1.475403463,0.001479603,1.711083437,0.99915326,2.938978829,-0.064006322,7.278020378,-1.419138513,5.06585613,0.690562315,0.58220339,0.581967213,27.49,3,27
-0.0184,0.081373471,0.429248076,1.01522401,-0.0075545,-0.877453145,1.022232103,0.322365496,0.919965202,1.884137931,-0.0134,0.0641,-0.0728,0.808762581,-1.566266311,0.039823009,0.005,-0.041685546,0.849499783,0.594171379,0.371223758,0.480478368,0.48943662,0.0219,0.0645,0.520502646,0.537772087,0.427604871,-0.049224545,1.195084485,0.79858156,0.0431,0.47689769,0.791065776,-0.0968,0.805693069,0.315354502,3.517411185,-0.10579541,-1.482162995,-0.056,-0.030705775,0.734667247,0.502827316,0.591909882,-0.0309,0.293182513,0.696782178,0.152958877,-0.146833401,-0.0125,-0.1574,-0.1178,7.320644217,-1.582531014,0.872524752,0.0419,0.299092409,-0.061,0.111987382,-0.0264,0.684428656,0.645862884,-0.0426,-0.089,0.563531353,0.208831647,0.927805281,4.284490146,0.1366,4.446420631,-0.0296,0.585261354,0.546572104,-0.0544,0.699436764,-0.0587,0.594090749,4.125412541,0.948432343,-0.139,0.431646932,0.464848485,0.1953,0.923404255,1.103546099,0.868385949,0.846266471,0.607381058,1.172854785,0.940417964,0.864823349,1.381882771,-1.830753636,0.808652832,0.514006225,0.2424,0.254570259,-0.1228,0.2843,0.820963771,-1.067187835,-1.156672036,0.1609,0.255012311,0.215168055,-0.0323,0.0725,0.342789598,0.330824891,0.751000445,0.743932466,-1.624781467,-0.068076669,0.962871287,0.406612733,-1.543184765,0.1689,0.423264312,0.2115,0.1156,0.445205479,0.2249,0.2299,-0.0162,-0.0346,-0.021,0.0381,-0.0594,0.404437316,13.79310345,-0.0175,-0.0964,-0.0533,4.728132388,4.349717268,0.2334,0.492115637,0.42759094,5.120327701,-1.409845147,0.010993843,1.594482759,1.037794575,3.219310345,-0.026466229,8.650519031,-1.294715676,5.920663114,0.686950405,0.495287061,0.481557377,28.61,3,29
-0.0157,0.080681818,0.475065617,0.967402734,0.01656868,-0.876991864,0.98447205,0.374741201,0.91745531,1.867403315,-0.0187,0.0628,-0.1214,0.887139108,-1.387367626,0.037763901,-0.003,-0.043049081,0.850683491,0.710830705,0.447466007,0.456911119,0.413527744,0.0095,0.0316,0.448591013,0.221510883,0.418132612,-0.026499303,1.137206428,0.873352436,0.0374,0.391164945,0.652923285,-0.0488,0.576416103,0.380651945,3.379520108,-0.21744497,-1.318905268,-0.0408,-0.050856677,0.80126183,0.577287066,0.678615575,-0.1062,0.227576504,0.542928393,0.11033275,-0.258078231,-0.0905,-0.1178,-0.0742,7.396449704,-1.360207077,0.621660135,0.0152,0.257926612,-0.0378,0.067604772,-0.0094,0.720472441,0.7747851,-0.0221,-0.1341,0.48165301,0.207911684,0.688279302,5.434782609,0.1352,5.175983437,-0.0314,0.734782609,0.629226361,-0.1057,0.835599506,-0.0266,0.515038864,3.562522266,0.677591735,-0.1021,0.369214209,0.224242424,0.1618,0.92722063,1.054441261,0.83747412,0.812130178,0.699792961,1.054150338,0.90320911,0.941903585,1.207349081,-1.890877337,0.642784725,0.568322981,0.2807,0.169022741,-0.0894,0.2959,0.6218317,-1.042320658,-1.150717122,0.1116,0.244677256,0.126896997,-0.0172,0.0724,0.414899713,0.268,0.788819876,0.589726259,-1.81239012,-0.233304042,0.655504097,0.371071308,-1.400574195,0.1524,0.230207065,0.1745,0.1098,0.478310502,0.1932,0.1902,-0.0127,-0.0284,-0.0254,0.0222,-0.1027,0.506816359,13.8121547,-0.0875,-0.08,-0.0426,5.730659026,5.257623554,0.184,0.249014455,0.314344544,6.180469716,-1.264188169,-0.007824726,1.516574586,0.952380952,2.541436464,-0.192185177,9.107468124,-1.223967687,6.56167979,0.546806353,0.59673913,0.25273224,27.49,3,27
-0.0209,0.075089392,0.450110865,0.990687361,0.004678102,-0.917057663,0.991644679,0.357080035,0.907317073,1.955665025,-0.0228,0.0776,-0.1222,0.880266075,-1.545945212,0.026593076,-0.0019,-0.04859335,0.860310421,0.70421286,0.418556701,0.485924113,0.431770469,0.0188,0.043,0.470492338,0.473751601,0.577807848,-0.043925234,1.151546392,0.88172043,0.0438,0.423585225,0.695838433,-0.0646,0.65740427,0.360088692,3.05997552,-0.183414811,-1.451180045,-0.047,-0.052777778,0.8,0.554323725,0.644329897,-0.0905,0.241504854,0.611318197,0.111111111,-0.2299586,-0.0696,-0.1443,-0.0984,6.297229219,-1.53629458,0.693324297,0.0317,0.275160962,-0.0451,0.062857143,-0.0136,0.692904656,0.776148583,-0.0242,-0.1328,0.53812267,0.288868445,0.770586242,4.476275739,0.1588,4.397537379,-0.0334,0.710832587,0.610948192,-0.1013,0.818556701,-0.0352,0.552019584,3.388681803,0.764147747,-0.1234,0.532831001,0.438181818,0.194,0.948191593,1.091886608,0.853122252,0.787153652,0.698328936,1.107421213,0.899736148,0.929896907,1.238359202,-2.058807988,0.69002448,0.549692172,0.2951,0.173562321,-0.1128,0.3268,0.683598531,-1.107309365,-1.251330318,0.1422,0.248470012,0.126031921,-0.0216,0.0812,0.396871945,0.286733238,0.793315743,0.626070991,-1.886682845,-0.181108665,0.757031515,0.38249694,-1.55470331,0.1804,0.438489647,0.2046,0.125,0.566495434,0.2274,0.2255,-0.0106,-0.0315,-0.0338,0.0294,-0.0994,0.545308741,12.31527094,-0.0677,-0.0992,-0.0554,4.887585533,4.4345898,0.2234,0.446780552,0.506520247,5.154639175,-1.404103382,-0.004195187,1.539408867,0.98240985,2.751231527,-0.133691894,8,-1.344513471,5.543237251,0.593635251,0.559534467,0.472677596,28.8,3,29
-0.0244,0.083050024,0.44849537,0.950672646,0.025287356,-0.900334503,1.022466758,0.355341586,0.89058296,1.938064516,-0.0195,0.0727,-0.1186,0.869212963,-1.534459816,0.025296851,0.0049,-0.057874763,0.846636771,0.673542601,0.410487288,0.473518285,0.4386092,0.0134,0.0392,0.484193012,0.400768246,0.51962111,-0.032635168,1.122881356,0.870090634,0.0373,0.395589249,0.687578815,-0.0618,0.650585803,0.347533632,3.15258512,-0.174379859,-1.424459308,-0.0453,-0.046796256,0.774887892,0.514798206,0.608050847,-0.0916,0.267389917,0.595451413,0.126831733,-0.229934083,-0.0672,-0.1455,-0.0972,6.657789614,-1.484419226,0.684355617,0.027,0.267057202,-0.0502,0.069466882,-0.016,0.664351852,0.756294058,-0.0258,-0.1284,0.517574087,0.254829807,0.751550655,4.716981132,0.1502,4.585052728,-0.0293,0.708490566,0.578046324,-0.0942,0.795550847,-0.0386,0.544766709,3.44589938,0.768435562,-0.1211,0.423035522,0.423030303,0.1888,0.950654582,1.067472306,0.865657955,0.764314248,0.68867492,1.093039283,0.910591472,0.915254237,1.226851852,-2.005346972,0.703026482,0.526364053,0.2902,0.195069668,-0.1113,0.3172,0.668348045,-1.063764024,-1.214579717,0.1345,0.244325347,0.138761468,-0.0226,0.0775,0.390231621,0.320307874,0.792297111,0.626103405,-1.861148662,-0.187397709,0.730530669,0.361916772,-1.512071621,0.1728,0.381851401,0.1986,0.1148,0.539098174,0.2181,0.223,-0.0098,-0.0342,-0.0354,0.0232,-0.0991,0.532210639,12.90322581,-0.0721,-0.0953,-0.058,5.035246727,4.484304933,0.212,0.407358739,0.45435827,5.296610169,-1.381219266,0.011108592,1.481290323,0.972031178,2.735483871,-0.130943102,8.710801394,-1.311550642,5.787037037,0.595208071,0.541509434,0.43715847,28.61,3,29
-0.0159,0.077727952,0.448886351,1.013407305,-0.006659013,-0.905323566,0.991292392,0.360219982,0.926490985,1.949109415,-0.0178,0.0746,-0.1194,0.874928612,-1.503887216,0.039688716,-0.0019,-0.038156947,0.855755895,0.708275543,0.424635332,0.479049406,0.43655914,0.0188,0.0441,0.466937945,0.446862996,0.539918809,-0.044804576,1.184224743,0.873752495,0.044,0.417432755,0.682301438,-0.066,0.630234934,0.363384189,3.126954346,-0.193060996,-1.432454849,-0.0431,-0.042522695,0.80952381,0.566805363,0.662344679,-0.0933,0.240866873,0.596186585,0.105263158,-0.229527105,-0.0774,-0.1377,-0.0966,6.527415144,-1.517083613,0.682328907,0.0261,0.26762002,-0.0412,0.067376831,-0.01,0.700171331,0.764471058,-0.0253,-0.1347,0.521620701,0.264949402,0.742934968,4.562043796,0.1532,4.582951421,-0.0331,0.698905109,0.611776447,-0.1035,0.827660724,-0.0319,0.547529706,3.404834866,0.736465781,-0.1218,0.506996771,0.382424242,0.1851,0.923652695,1.093812375,0.848304308,0.800261097,0.702108158,1.08886619,0.918423465,0.945975149,1.251856082,-2.019706109,0.676360225,0.561869844,0.2937,0.170771313,-0.1065,0.3198,0.685428393,-1.097081234,-1.227383564,0.1406,0.245778612,0.133484163,-0.0219,0.0786,0.392215569,0.276482738,0.802474794,0.626641651,-1.879359927,-0.188828172,0.746339803,0.383364603,-1.512526929,0.1751,0.382460414,0.2004,0.1226,0.546518265,0.2182,0.2163,-0.0153,-0.0312,-0.0306,0.0341,-0.1016,0.541566426,12.72264631,-0.0755,-0.0965,-0.0525,4.99001996,4.623208507,0.2192,0.419185283,0.470144132,5.402485143,-1.365013325,-0.004372842,1.559796438,1.004582951,2.788804071,-0.151764706,8.156606852,-1.321503491,5.711022273,0.57879925,0.559306569,0.411885246,25.06,3,25
-0.0195,0.085079525,0.44549763,0.990228013,0.004909984,-0.889852176,1.00139795,0.350419385,0.909260121,1.92287234,-0.0192,0.0694,-0.1172,0.856635071,-1.497535989,0.037705789,0.0003,-0.0475262,0.843182876,0.672871103,0.415011038,0.462571977,0.444198078,0.0174,0.044,0.481558083,0.405889885,0.48173207,-0.042626164,1.174392936,0.863868987,0.0396,0.399860676,0.68650032,-0.0682,0.631138976,0.3499302,3.198976328,-0.18521327,-1.410287175,-0.0458,-0.046829268,0.785481619,0.534201954,0.633554084,-0.0917,0.259832366,0.58794845,0.120145947,-0.230708661,-0.0722,-0.1397,-0.098,6.915629322,-1.488032403,0.680599094,0.0255,0.261929641,-0.0461,0.073036793,-0.0124,0.680094787,0.740020471,-0.0266,-0.1314,0.503657262,0.233670653,0.747474747,4.69924812,0.1446,4.659832246,-0.0334,0.679511278,0.587512794,-0.0977,0.798013245,-0.0366,0.539987204,3.483106931,0.74851968,-0.1202,0.423035522,0.373939394,0.1812,0.927328557,1.089048106,0.844361603,0.793914246,0.673811743,1.088819227,0.910531221,0.931567329,1.260663507,-1.980154785,0.687460013,0.534948742,0.2871,0.195549374,-0.106,0.3126,0.680742163,-1.063764024,-1.190714749,0.1376,0.24056302,0.149411765,-0.0242,0.0752,0.384851586,0.303609342,0.786579683,0.625079974,-1.845131447,-0.190051813,0.741205155,0.367242482,-1.496176635,0.1688,0.360535932,0.1954,0.1148,0.52597032,0.2146,0.2149,-0.0142,-0.0337,-0.0298,0.0316,-0.098,0.523924084,13.29787234,-0.0725,-0.0936,-0.054,5.117707267,4.653327129,0.2128,0.386333771,0.426904598,5.518763797,-1.347996286,0.000698487,1.526595745,0.991612302,2.829787234,-0.143824701,8.710801394,-1.294284665,5.924170616,0.579654511,0.539473684,0.385245902,24.5,3,25
-0.0223,0.094711538,0.451707892,1.001317523,-0.000658328,-0.896696416,1.030316742,0.347058824,0.902064119,1.911342894,-0.0156,0.0699,-0.0897,0.863368669,-1.556088504,0.043434087,0.0067,-0.051489263,0.826965305,0.6438296,0.407328731,0.496780752,0.456221198,0.0226,0.0582,0.496057819,0.503201024,0.49526387,-0.052145824,1.210833776,0.826679649,0.0417,0.451047619,0.748898678,-0.0814,0.717333333,0.336846728,3.388681803,-0.128921194,-1.454757985,-0.0512,-0.036585366,0.74571805,0.519982433,0.628783856,-0.0571,0.268684373,0.646857143,0.145660377,-0.179220779,-0.0348,-0.151,-0.1096,6.821282401,-1.557474339,0.78247619,0.0326,0.292190476,-0.0579,0.094882729,-0.0185,0.697290931,0.713729309,-0.0356,-0.1068,0.55847619,0.247470101,0.841904762,4.385964912,0.1466,4.524886878,-0.0327,0.642982456,0.576436222,-0.0674,0.778544875,-0.0417,0.57539817,3.80952381,0.867428571,-0.1287,0.461786868,0.451515152,0.1883,0.916747809,1.110029211,0.852036199,0.807639836,0.663348416,1.124190476,0.929411765,0.901752523,1.342756184,-1.886682845,0.771602846,0.535746606,0.2625,0.216671119,-0.1116,0.2951,0.772619451,-1.079158082,-1.199233407,0.1513,0.259911894,0.167045455,-0.0232,0.0767,0.373417722,0.315804681,0.768325792,0.696035242,-1.721553546,-0.122034623,0.868571429,0.401219925,-1.525302341,0.1698,0.399512789,0.2054,0.1184,0.476027397,0.221,0.2277,-0.0171,-0.0394,-0.0282,0.0397,-0.0741,0.458166266,13.03780965,-0.0415,-0.0931,-0.0514,4.868549172,4.391743522,0.228,0.452036794,0.433768016,5.310674456,-1.379025638,0.014932026,1.543676662,1.031674208,2.9726206,-0.070991432,8.445945946,-1.298596207,5.889281508,0.638088783,0.519298246,0.433743169,20.63,3,21
