b8-b8a,(b8a-b7)/(b8a+b7),B5/B6,B4/b8a,(b8a-b4)/(b8a+b4),lg5,b8a/b9,B5/b9,B8/b8a,B3/B5,b8-b9,b3-b5,b8-b11,B3/B6,lg8a,(b8-b7)/(b8+b7),b8a-b9,(b8-b8a)/(b8+b8a),B7/b8a,B3/b8a,B5/B7,B3/B11,(b8-b5)/(b8+b5),b4-b8,b4-b6,(b8a-b5)/(b8a+b5),0.1494,0.0734,(b8-b4)/(b8+b4),B4/B7,B6/B8,b2-b5,B2/B12,b9/B11,b3-b4,B7/B12,B5/b8a,1/b11,(b8a-b11)/(b8a+b11),lg8,b6-b9,(b8-b9)/(b8+b9),B6/b8a,B2/b8a,B2/B7,b8-b12,(b8-b2)/(b8+b2),B6/B12,(b8a-b6)/(b8a+b6),(b8-b11)/(b8+b11),b8a-b12,b5-b8a,b2-b4,1/b3,lg4,B8/B12,b11-b12,B5/B12,b6-b8a,(b8-b6)/(b8+b6),b6-b7,B2/B6,B3/B8,b6-b8,b7-b11,B3/B12,0.0498,b9/B12,1/b4,B3,1/b9,b7-b9,B3/B4,B2/B8,b8a-b11,B3/B7,b3-b7,B6/B11,1/b12,b8a/B12,b5-b8,0.0755,0.1532,B7,B7/B8,B4/B8,B7/b9,B2/B3,B3/b9,B11/B12,B8/b9,B6/B7,B4/B6,lg11,b8a/B11,B2/b9,B12,(b8a-b3)/(b8a+b3),b5-b7,B11,B4/B11,lg2,lg3,b4-b5,B5/B11,(b8-b3)/(b8+b3),b3-b6,B5,B5/B8,(b8a-b2)/(b8a+b2),B6/b9,B8/B11,lg12,(b8-b12)/(b8+b12),B4/B12,B2/B11,lg9,B6,0.1554,B8,B2,0.1283,b9,b8a,b7-b8,b7-b8a,b2-b3,b4-b7,b9-b11,0.0911,1/b5,b9-b12,b5-b6,b2-b6,1/b8,1/b8a,B4,0.1366,0.1066,1/b7,lg7,(b8a-b9)/(b8a+b9),B2/B5,B4/b9,B4/B5,(b8a-b12)/(b8a+b12),1/b2,lg6,1/b6,B7/B11,B2/B4,0.1248,som,class,som
-0.0202,0.08463136,0.464328181,0.964097654,0.018279308,-0.903057691,1.002880461,0.37493999,0.903303016,1.923175416,-0.0196,0.0721,-0.1364,0.892984542,-1.470455116,0.033972603,0.0006,-0.050804829,0.843944471,0.719004308,0.442994895,0.462011689,0.414542729,0.0127,0.0332,0.455749129,0.33290653,0.51962111,-0.032555755,1.142370959,0.89136195,0.0399,0.378205128,0.64072593,-0.0512,0.565064103,0.373863092,3.075976623,-0.217602996,-1.380780448,-0.0401,-0.049370277,0.805169938,0.564863571,0.66931367,-0.1233,0.230518422,0.539102564,0.107928931,-0.265472947,-0.1031,-0.1308,-0.0834,6.657789614,-1.436904378,0.604807692,0.0131,0.250320513,-0.0407,0.057439059,-0.0081,0.701545779,0.795972443,-0.0205,-0.1488,0.481410256,0.260349586,0.667628205,4.965243297,0.1502,4.800768123,-0.032,0.745779543,0.625331214,-0.1162,0.851956892,-0.0261,0.517379268,3.205128205,0.669551282,-0.1106,0.457481163,0.337575758,0.1763,0.934287228,1.067302597,0.84637542,0.785619174,0.721075372,1.041987179,0.905904945,0.954055587,1.197384067,-2.049251588,0.642571516,0.566490639,0.312,0.163464216,-0.0982,0.3251,0.619501692,-1.077449212,-1.214579717,0.1233,0.240233774,0.113602833,-0.018,0.0781,0.413884473,0.278066687,0.807489198,0.580436789,-1.976888567,-0.246255243,0.645512821,0.362965241,-1.467759065,0.1682,0.322168088,0.1887,0.118,0.561643836,0.2083,0.2089,-0.0124,-0.0326,-0.0322,0.0251,-0.1168,0.590483828,12.80409731,-0.1037,-0.0901,-0.0502,5.299417064,4.786979416,0.2014,0.342312746,0.422786548,5.672149745,-1.326703904,0.001438159,1.510883483,0.9668747,2.578745198,-0.197926665,8.474576271,-1.291699268,5.94530321,0.542294679,0.585898709,0.351775956,25.64,3,26
-0.0151,0.077697037,0.474544312,0.992738589,0.003643935,-0.89122346,0.9851814,0.385794584,0.921680498,1.928476821,-0.018,0.0701,-0.1287,0.915147706,-1.398810789,0.037058652,-0.0029,-0.040755735,0.855809129,0.755186722,0.457575758,0.475195822,0.403633491,0.0137,0.0323,0.437197167,0.268886044,0.48849797,-0.037117312,1.16,0.895329207,0.0367,0.384115029,0.638707572,-0.0458,0.564875043,0.39159751,3.263707572,-0.227564103,-1.332777881,-0.0366,-0.048205678,0.825207469,0.581950207,0.68,-0.1144,0.225939979,0.544676481,0.095765843,-0.265854162,-0.0993,-0.1173,-0.0792,6.868131868,-1.392645033,0.608353304,0.0143,0.258473126,-0.0337,0.055225653,-0.0059,0.705216845,0.819358469,-0.0186,-0.1414,0.498459432,0.236430543,0.669976036,5.224660397,0.1456,5.109862034,-0.0307,0.760710554,0.631401238,-0.1136,0.882424242,-0.0194,0.519255875,3.423485108,0.660047929,-0.1022,0.395048439,0.24,0.165,0.928531232,1.07709623,0.843127236,0.770604396,0.743995912,1.048955837,0.908022483,0.964242424,1.20301697,-1.946618886,0.62924282,0.57332652,0.2921,0.139479905,-0.0895,0.3064,0.624673629,-1.052623664,-1.194973523,0.1159,0.246409922,0.099288586,-0.0135,0.0755,0.424873382,0.264262295,0.81297905,0.579960836,-1.871017855,-0.243507876,0.65525505,0.36618799,-1.411613565,0.1591,0.2454324,0.1777,0.1122,0.508276256,0.1957,0.1928,-0.0127,-0.0278,-0.0334,0.0264,-0.1107,0.537289495,13.24503311,-0.0964,-0.0836,-0.0469,5.627462015,5.186721992,0.1914,0.270039422,0.360329444,6.060606061,-1.27792905,-0.007464607,1.486092715,0.978027593,2.535099338,-0.204784492,8.912655971,-1.252615115,6.285355123,0.538511749,0.586206897,0.274590164,27.89,3,28
-0.0189,0.072340426,0.489322758,0.965277778,0.017667845,-0.912553942,0.99900892,0.397423191,0.90625,1.820448878,-0.0191,0.0658,-0.1269,0.890787065,-1.43779494,0.023242789,-0.0002,-0.049180328,0.865079365,0.724206349,0.459862385,0.471576227,0.389882084,0.0119,0.0307,0.430801987,0.289372599,0.49120433,-0.031539889,1.115825688,0.89709907,0.0352,0.387638562,0.651808786,-0.0486,0.585824656,0.39781746,3.22997416,-0.211267606,-1.354533677,-0.0379,-0.049674902,0.812996032,0.572420635,0.661697248,-0.115,0.225763167,0.550554249,0.103146375,-0.257769653,-0.0961,-0.1214,-0.0792,6.849315068,-1.40675237,0.613705072,0.0119,0.269398724,-0.0377,0.0542412,-0.0105,0.704087858,0.799124247,-0.0188,-0.1352,0.490426604,0.279668813,0.677863621,5.138746146,0.146,4.955401388,-0.0274,0.750256937,0.631636563,-0.108,0.837155963,-0.0284,0.529392765,3.359086329,0.677191804,-0.1025,0.42949408,0.293333333,0.1744,0.954570334,1.0651341,0.864222002,0.790410959,0.723488603,1.039973127,0.905351833,0.939793578,1.187309335,-1.963868558,0.651162791,0.57185332,0.2977,0.15995397,-0.0942,0.3096,0.628552972,-1.066332047,-1.196677338,0.1144,0.259043928,0.111651962,-0.0179,0.0802,0.438970991,0.27192429,0.812190287,0.590116279,-1.900341654,-0.239383847,0.6536782,0.372739018,-1.438685722,0.1639,0.282582217,0.1827,0.1154,0.517408676,0.2018,0.2016,-0.0083,-0.0272,-0.0306,0.0202,-0.1078,0.552258754,12.46882793,-0.0959,-0.0837,-0.0485,5.473453749,4.96031746,0.1946,0.302890933,0.39327385,5.733944954,-1.318472358,-0.000495786,1.438902743,0.96432111,2.426433915,-0.192469457,8.665511265,-1.273202449,6.101281269,0.563307494,0.593011305,0.338797814,24.52,3,25
-0.0215,0.087856743,0.503168568,0.95473251,0.023157895,-0.908942588,0.998972251,0.408016444,0.889403292,1.783375315,-0.0217,0.0622,-0.1203,0.897338403,-1.405869173,0.029473057,-0.0002,-0.058535257,0.838477366,0.728395062,0.487116564,0.482946794,0.370590567,0.0127,0.0278,0.420014609,0.231754161,0.461434371,-0.035425384,1.138650307,0.912666281,0.0328,0.3984375,0.663710778,-0.044,0.578835227,0.408436214,3.410641201,-0.202625103,-1.311982985,-0.0368,-0.059047619,0.811728395,0.577160494,0.688343558,-0.1087,0.212907752,0.560369318,0.103918228,-0.25809912,-0.0872,-0.115,-0.0734,7.062146893,-1.367199731,0.613991477,0.0116,0.281960227,-0.0366,0.04566072,-0.0052,0.711026616,0.818970503,-0.0151,-0.1302,0.502840909,0.272309108,0.691051136,5.387931034,0.1416,5.138746146,-0.0316,0.762931034,0.648930017,-0.0988,0.868711656,-0.0214,0.538199181,3.551136364,0.690340909,-0.0935,0.395048439,0.24969697,0.163,0.942741469,1.073452863,0.837615622,0.792372881,0.727646454,1.041193182,0.888489209,0.96809816,1.17617237,-1.87674995,0.663028649,0.576567318,0.2816,0.157142857,-0.0836,0.2932,0.633015007,-1.052623664,-1.177944062,0.1062,0.270804911,0.099523052,-0.0162,0.0794,0.459224986,0.268101761,0.810894142,0.589699864,-1.81696825,-0.239163916,0.659090909,0.382673943,-1.40675237,0.1578,0.238733252,0.1729,0.1122,0.470605023,0.1946,0.1944,-0.0099,-0.0314,-0.0294,0.0226,-0.0986,0.509222133,12.59445844,-0.087,-0.0784,-0.0456,5.783689994,5.144032922,0.1856,0.238501971,0.351407001,6.134969325,-1.269337733,-0.000514139,1.413098237,0.953751285,2.337531486,-0.183193277,8.912655971,-1.247049168,6.337135615,0.555934516,0.604525862,0.260928962,27.7,3,28
-0.0154,0.079015919,0.499024073,0.957081545,0.021929825,-0.896696416,1.002150538,0.412365591,0.917381974,1.814863103,-0.015,0.0625,-0.1145,0.905660377,-1.370700283,0.036049682,0.0004,-0.043088976,0.853540773,0.746781116,0.482086738,0.487565674,0.380702463,0.0074,0.0247,0.416951729,0.185659411,0.445196211,-0.021179164,1.121307354,0.898830409,0.0339,0.413457944,0.651488616,-0.0392,0.594766355,0.411480687,3.50262697,-0.210002119,-1.303774353,-0.0323,-0.042016807,0.824570815,0.593347639,0.695160277,-0.0965,0.214488636,0.574579439,0.096148192,-0.250821468,-0.0811,-0.1097,-0.0678,7.183908046,-1.335817687,0.639252336,0.018,0.286728972,-0.0327,0.053279951,-0.0054,0.719583604,0.814035088,-0.0173,-0.1264,0.520373832,0.247470101,0.695327103,5.605381166,0.1392,5.376344086,-0.0269,0.780269058,0.646783626,-0.0991,0.874921433,-0.0199,0.538353765,3.738317757,0.69682243,-0.0943,0.377825619,0.201212121,0.1591,0.930409357,1.043274854,0.855376344,0.79454023,0.748387097,1.06728972,0.919354839,0.966059082,1.160702668,-1.836905269,0.652889667,0.594623656,0.2675,0.144963145,-0.0824,0.2855,0.624868651,-1.045757241,-1.167732154,0.1017,0.268651489,0.102514507,-0.0145,0.0767,0.448538012,0.255218855,0.826344086,0.598949212,-1.74618742,-0.220068415,0.666915888,0.387390543,-1.368949651,0.1537,0.1863581,0.171,0.1106,0.448630137,0.186,0.1864,-0.0119,-0.0273,-0.0286,0.0193,-0.0995,0.471531676,13.03780965,-0.0815,-0.077,-0.0431,5.847953216,5.364806867,0.1784,0.226018397,0.323266987,6.285355123,-1.252615115,0.001074114,1.441981747,0.959139785,2.325945241,-0.178673717,9.04159132,-1.229519082,6.506180872,0.557267951,0.619955157,0.234289617,26.39,3,26
-0.0171,0.062783863,0.492932862,0.992458522,0.003785011,-0.928268478,0.979802956,0.412315271,0.914027149,1.825567503,-0.0212,0.0691,-0.1207,0.899882214,-1.425790695,0.017917133,-0.0041,-0.044917258,0.881850176,0.768225239,0.477194983,0.505123967,0.369491525,0.0156,0.0276,0.407643312,0.307298335,0.537212449,-0.041139241,1.125427594,0.933993399,0.0357,0.415882968,0.67107438,-0.0446,0.610936956,0.42081448,3.305785124,-0.20662146,-1.35061012,-0.0332,-0.055093555,0.853695324,0.600301659,0.680729761,-0.1053,0.207171315,0.591431557,0.078925956,-0.249225687,-0.0882,-0.1152,-0.078,6.544502618,-1.419138513,0.63322884,0.0154,0.29153605,-0.0291,0.034129693,-0.0056,0.703180212,0.840484048,-0.012,-0.1271,0.532218739,0.311867525,0.707070707,5.06585613,0.1528,4.926108374,-0.0276,0.774062817,0.656765677,-0.1036,0.871151653,-0.0226,0.561322314,3.483106931,0.692789969,-0.0981,0.47255113,0.276969697,0.1754,0.96479648,1.085808581,0.864039409,0.781413613,0.75270936,1.053639847,0.895566502,0.968072976,1.16254417,-1.925763285,0.657520661,0.58817734,0.2871,0.131077623,-0.0917,0.3025,0.652561983,-1.083428697,-1.225675481,0.1137,0.276694215,0.086670652,-0.017,0.0837,0.46039604,0.249764373,0.836453202,0.600991736,-1.845131447,-0.224568138,0.687565308,0.394710744,-1.444035059,0.1698,0.289890378,0.1818,0.1194,0.497146119,0.203,0.1989,-0.0064,-0.0235,-0.0334,0.022,-0.0995,0.523924084,11.9474313,-0.0841,-0.0861,-0.0504,5.500550055,5.027652086,0.1974,0.296977661,0.433768016,5.701254276,-1.322803096,-0.010201543,1.426523297,0.972413793,2.358422939,-0.181481481,8.37520938,-1.298596207,5.889281508,0.579834711,0.604863222,0.345628415,21.34,3,21
-0.0142,0.078879087,0.490125673,0.993746994,0.003136309,-0.920203539,1.003378378,0.39527027,0.931697932,1.792429792,-0.0135,0.0649,-0.1079,0.878515859,-1.465962884,0.043642241,0.0007,-0.035358566,0.853775854,0.706108706,0.461408451,0.486737401,0.405660377,0.0129,0.0395,0.434782609,0.366197183,0.49661705,-0.032225831,1.163943662,0.862674239,0.0373,0.423746889,0.687002653,-0.0598,0.630998934,0.393939394,3.315649867,-0.18390579,-1.402779564,-0.0401,-0.033674233,0.803751804,0.573352573,0.671549296,-0.0876,0.238095238,0.594027728,0.1088,-0.217847769,-0.0734,-0.126,-0.0874,6.811989101,-1.460131796,0.688588695,0.0203,0.29114824,-0.0408,0.073725055,-0.0104,0.713345302,0.757872999,-0.0266,-0.1241,0.52186278,0.295308188,0.736580164,4.840271055,0.1468,4.826254826,-0.0297,0.710551791,0.615384615,-0.0937,0.827042254,-0.0307,0.554045093,3.554923569,0.73906861,-0.1118,0.470398278,0.331515152,0.1775,0.916365514,1.066597832,0.856660232,0.811989101,0.708494208,1.072164948,0.93484556,0.941408451,1.236385398,-1.920976178,0.689323607,0.575289575,0.2813,0.172258246,-0.0956,0.3016,0.685013263,-1.082574748,-1.200085526,0.1247,0.271551724,0.13773862,-0.0203,0.0819,0.422818792,0.271170896,0.806467181,0.642241379,-1.815441268,-0.184421053,0.734447209,0.395225464,-1.462821837,0.1671,0.31546894,0.1937,0.1192,0.494577626,0.2072,0.2079,-0.0162,-0.0304,-0.0276,0.0291,-0.0944,0.508420209,12.21001221,-0.0741,-0.0852,-0.0479,5.162622612,4.81000481,0.2066,0.375164258,0.415236788,5.633802817,-1.331909713,0.001686341,1.455433455,0.997104247,2.522588523,-0.150040883,8.389261745,-1.28696228,5.984440455,0.588527851,0.57696031,0.359972678,23.21,3,23
-0.0192,0.078299776,0.502205419,0.980290456,0.009952855,-0.910297733,0.993814433,0.410824742,0.900414938,1.82183187,-0.0204,0.0655,-0.1186,0.914933837,-1.398810789,0.026004728,-0.0012,-0.052401747,0.854771784,0.753112033,0.483616505,0.496919918,0.370706672,0.0154,0.0303,0.415045872,0.253521127,0.48579161,-0.042471042,1.14684466,0.914170507,0.0347,0.41091954,0.663928816,-0.0438,0.591954023,0.413381743,3.422313484,-0.204948454,-1.315010366,-0.0353,-0.055495103,0.82313278,0.593360996,0.694174757,-0.1048,0.205555556,0.570043103,0.097012802,-0.254615715,-0.0856,-0.1131,-0.0746,6.887052342,-1.382097042,0.623563218,0.0138,0.286278736,-0.0341,0.044839001,-0.0061,0.720856963,0.83640553,-0.0149,-0.1274,0.521551724,0.275068997,0.69683908,5.291005291,0.1452,5.154639175,-0.0292,0.768253968,0.658986175,-0.0994,0.881067961,-0.0196,0.54312115,3.591954023,0.692528736,-0.0939,0.418729817,0.24,0.1648,0.949308756,1.088709677,0.849484536,0.787878788,0.748453608,1.049568966,0.894845361,0.962985437,1.190926276,-1.871538396,0.65982204,0.589690722,0.2784,0.140828402,-0.0851,0.2922,0.646817248,-1.062051444,-1.193269886,0.1093,0.272758385,0.089084065,-0.0135,0.0797,0.459101382,0.255208333,0.818041237,0.594113621,-1.800728603,-0.231858407,0.67887931,0.391512663,-1.404103382,0.1587,0.235079172,0.1736,0.1144,0.467751142,0.194,0.1928,-0.0088,-0.028,-0.0308,0.0242,-0.0982,0.500668271,12.54705144,-0.0844,-0.079,-0.0443,5.760368664,5.186721992,0.189,0.243101183,0.357584077,6.067961165,-1.277069414,-0.003102378,1.435382685,0.974226804,2.371392723,-0.181663837,8.741258741,-1.250902099,6.301197227,0.563997262,0.605291005,0.273224044,24.52,3,25
-0.0196,0.082273553,0.479300292,0.967865707,0.016329515,-0.921550114,1.007246377,0.397101449,0.905995204,1.849148418,-0.0181,0.0698,-0.1215,0.886297376,-1.468657511,0.03308723,0.0015,-0.049320584,0.847961631,0.729016787,0.464932127,0.489690722,0.393581704,0.0129,0.0303,0.434468524,0.33546735,0.531799729,-0.033017661,1.141402715,0.907887771,0.0376,0.400534938,0.666881443,-0.0498,0.591106653,0.394244604,3.221649485,-0.196376951,-1.381658131,-0.0355,-0.045718616,0.822541966,0.574580336,0.67760181,-0.1102,0.223841918,0.573386827,0.097368421,-0.243340677,-0.0906,-0.1263,-0.082,6.578947368,-1.438685722,0.631561351,0.0113,0.274824473,-0.037,0.048279689,-0.0053,0.698542274,0.804658549,-0.0174,-0.1336,0.50819124,0.298068077,0.692076229,4.955401388,0.152,4.830917874,-0.0302,0.753221011,0.634197988,-0.1019,0.859728507,-0.0248,0.552512887,3.343363424,0.697091274,-0.1067,0.476856835,0.335151515,0.1768,0.935944944,1.068290101,0.85410628,0.788157895,0.734299517,1.037780007,0.912560386,0.970022624,1.176676385,-1.968200619,0.671713918,0.578743961,0.2991,0.156726768,-0.0946,0.3104,0.650128866,-1.085136345,-1.222260176,0.1196,0.264819588,0.108242886,-0.0195,0.0822,0.435150873,0.270179714,0.828502415,0.608569588,-1.907728561,-0.225819672,0.674690739,0.385953608,-1.461924923,0.1715,0.314250914,0.1889,0.1198,0.519691781,0.207,0.2085,-0.0121,-0.0317,-0.0322,0.025,-0.1034,0.556001069,12.16545012,-0.0921,-0.0893,-0.0517,5.293806247,4.79616307,0.2018,0.343626807,0.445435827,5.656108597,-1.328872328,0.003610108,1.457420925,0.974879227,2.454987835,-0.178486998,8.347245409,-1.305933327,5.83090379,0.569587629,0.593657086,0.355191257,22.27,3,22
-0.0215,0.072450176,0.452625571,0.964582422,0.018028044,-0.908490634,1.005274725,0.348571429,0.90599038,1.871374527,-0.0203,0.0691,-0.0902,0.847031963,-1.560710462,0.023209877,0.0012,-0.049323239,0.8648885,0.648885002,0.40091001,0.498991258,0.446422339,0.0134,0.0454,0.485064935,0.455825864,0.50744249,-0.031323048,1.115267947,0.845559846,0.0411,0.444772811,0.764963013,-0.0722,0.73069819,0.346742457,3.362474781,-0.130583539,-1.462821837,-0.0523,-0.046698873,0.766069086,0.52645387,0.608695652,-0.0635,0.264957265,0.647210935,0.132458529,-0.17875545,-0.042,-0.1494,-0.1002,6.738544474,-1.523474088,0.765422977,0.0267,0.292944219,-0.0535,0.083682008,-0.0226,0.687214612,0.716216216,-0.032,-0.0996,0.548208349,0.271389144,0.840413742,4.533091568,0.1484,4.395604396,-0.0297,0.672710789,0.581081081,-0.0687,0.750252781,-0.0494,0.589105582,3.694126339,0.844846694,-0.1279,0.483315393,0.457575758,0.1978,0.954633205,1.064671815,0.869450549,0.811320755,0.652307692,1.098633173,0.910769231,0.885743175,1.25913242,-1.898761688,0.768997983,0.529230769,0.2707,0.212940864,-0.1185,0.2974,0.741761937,-1.087697204,-1.206904315,0.1413,0.26664425,0.165354331,-0.0268,0.0793,0.382722008,0.310226296,0.77010989,0.696704775,-1.762078072,-0.132872986,0.81492427,0.404841964,-1.55516497,0.1752,0.43909866,0.2072,0.1204,0.482591324,0.2275,0.2287,-0.0094,-0.0309,-0.028,0.0228,-0.0699,0.480085539,12.61034048,-0.0432,-0.0959,-0.0548,4.826254826,4.372540446,0.2206,0.463863338,0.470830474,5.055611729,-1.42091127,0.002630425,1.518284994,0.96967033,2.78184111,-0.084100921,8.305647841,-1.321936656,5.707762557,0.665097512,0.545784225,0.49863388,23.96,3,24
-0.0179,0.069306931,0.484508547,0.99382716,0.003095975,-0.959331342,0.993865031,0.39745837,0.921075838,1.8676957,-0.0193,0.0787,-0.1304,0.90491453,-1.55193484,0.028304209,-0.0014,-0.041083314,0.87037037,0.74691358,0.459473151,0.499263189,0.394526035,0.0165,0.0382,0.428661417,0.486555698,0.649526387,-0.037992171,1.141843972,0.896122547,0.0415,0.411966345,0.672561155,-0.056,0.615144905,0.399911817,2.947244327,-0.19872814,-1.470455116,-0.041,-0.044154656,0.825396825,0.582892416,0.66970618,-0.112,0.224860745,0.583359302,0.095652174,-0.237869391,-0.0941,-0.1361,-0.0932,5.903187721,-1.545484963,0.650981614,0.0184,0.282642568,-0.0396,0.054784145,-0.0102,0.706196581,0.810914313,-0.0217,-0.1419,0.527890309,0.376264949,0.711124961,4.436557232,0.1694,4.382120947,-0.0308,0.751552795,0.632838679,-0.1125,0.858156028,-0.028,0.551724138,3.116235587,0.706762231,-0.1182,0.610333692,0.446060606,0.1974,0.944949737,1.07898516,0.865030675,0.780401417,0.742331288,1.057338735,0.915425066,0.948328267,1.204059829,-2.130305957,0.668435013,0.579316389,0.3209,0.144876325,-0.1067,0.3393,0.664308871,-1.13795607,-1.296871205,0.1347,0.26731506,0.104414486,-0.0178,0.0907,0.434179033,0.263509749,0.820333041,0.61567934,-2.025807643,-0.211400529,0.702399501,0.3896257,-1.558398587,0.1872,0.443361754,0.2089,0.1322,0.60216895,0.2282,0.2268,-0.0115,-0.0294,-0.0372,0.028,-0.1111,0.614274258,11.02535832,-0.0927,-0.0965,-0.055,4.786979416,4.409171076,0.2254,0.475032852,0.553191489,5.06585613,-1.419138513,-0.003076923,1.45755237,0.987730061,2.485115766,-0.171809385,7.56429652,-1.374203699,5.341880342,0.58178603,0.586512866,0.495901639,22.84,3,23
-0.0209,0.079169869,0.520689655,0.969610636,0.015429122,-0.95889063,0.978624535,0.421003717,0.900759734,1.715231788,-0.0255,0.0648,-0.1134,0.893103448,-1.478105635,0.027070926,-0.0046,-0.052210842,0.853276353,0.737891738,0.504173623,0.512702079,0.353549768,0.0145,0.0302,0.398406375,0.350832266,0.554803789,-0.036811373,1.136338342,0.917237744,0.0322,0.428322288,0.709996701,-0.0488,0.626787583,0.43019943,3.299241175,-0.180066186,-1.385170727,-0.0412,-0.062978513,0.826210826,0.583095916,0.683361157,-0.097,0.21408,0.606906174,0.095163807,-0.230113636,-0.0761,-0.12,-0.0814,6.435006435,-1.449392443,0.661667248,0.0164,0.316009766,-0.0366,0.043167446,-0.0057,0.705747126,0.819188192,-0.0157,-0.1234,0.542029997,0.375344986,0.750610394,4.897159647,0.1554,4.646840149,-0.0355,0.761018609,0.647337902,-0.0925,0.864774624,-0.0243,0.574067964,3.487966516,0.734565748,-0.0991,0.509149623,0.347878788,0.1797,0.947285187,1.076436479,0.835037175,0.79021879,0.722118959,1.057202651,0.881505576,0.968280467,1.173563218,-1.928960015,0.694820191,0.57063197,0.2867,0.150819672,-0.0891,0.3031,0.673705048,-1.097933912,-1.236783445,0.1136,0.29891125,0.099391481,-0.0186,0.0906,0.477596205,0.263347331,0.808550186,0.625866051,-1.843072319,-0.203610411,0.712242762,0.405146816,-1.498895914,0.174,0.364190012,0.1897,0.1228,0.498858447,0.2152,0.2106,-0.01,-0.0309,-0.0326,0.0245,-0.0879,0.522854852,11.03752759,-0.0715,-0.0834,-0.0512,5.271481286,4.748338082,0.2042,0.348883049,0.462594372,5.564830273,-1.341468134,-0.010803194,1.355408389,0.948884758,2.253863135,-0.153026342,8.143322476,-1.316741076,5.747126437,0.592873639,0.601371205,0.375,22.46,3,22
-0.0232,0.085408424,0.471302428,0.975986278,0.012152778,-0.935854537,1.007343413,0.368898488,0.90051458,1.847775176,-0.0215,0.0724,-0.1325,0.870860927,-1.581599159,0.033210332,0.0017,-0.05234657,0.842624357,0.676672384,0.434605598,0.460729927,0.421800948,0.0176,0.0464,0.463904583,0.500640205,0.571041949,-0.040219378,1.15826972,0.862857143,0.0372,0.378278309,0.675912409,-0.0698,0.606294354,0.366209262,2.919708029,-0.189855828,-1.475403463,-0.0503,-0.048697622,0.777015437,0.525728988,0.623918575,-0.1141,0.262778112,0.559086702,0.125482625,-0.239819005,-0.0909,-0.1478,-0.105,6.337135615,-1.555626701,0.647948164,0.0184,0.26349892,-0.052,0.073619632,-0.0153,0.676600442,0.751428571,-0.0288,-0.146,0.486886763,0.3275069,0.714285714,4.393673111,0.1578,4.319654428,-0.035,0.693321617,0.583809524,-0.1093,0.803053435,-0.0387,0.529051095,3.085467448,0.719531009,-0.1246,0.506996771,0.484848485,0.1965,0.935714286,1.083809524,0.848812095,0.776932826,0.681641469,1.056772601,0.90712743,0.922137405,1.25607064,-2.148969006,0.680875912,0.529589633,0.3241,0.192838875,-0.1111,0.3425,0.664525547,-1.097081234,-1.247049168,0.1422,0.249343066,0.141924959,-0.0234,0.0854,0.406666667,0.310848791,0.782721382,0.613138686,-2.043648369,-0.213630406,0.702252391,0.357956204,-1.573690403,0.1812,0.463459196,0.21,0.1226,0.61130137,0.2315,0.2332,-0.0135,-0.0367,-0.0352,0.0311,-0.111,0.622828121,11.70960187,-0.0926,-0.0958,-0.0586,4.761904762,4.288164666,0.2276,0.482260184,0.512010981,5.089058524,-1.415152858,0.003658274,1.43559719,0.983153348,2.665105386,-0.163107841,8.156606852,-1.347996286,5.518763797,0.573722628,0.538664323,0.489754098,24.89,3,25
-0.0229,0.087548638,0.46693502,0.992844365,0.003590664,-0.917057663,1.005395683,0.365107914,0.897584973,1.871921182,-0.0217,0.0708,-0.1273,0.874065555,-1.537212374,0.033736801,0.0012,-0.053971247,0.838998211,0.679785331,0.432835821,0.463414634,0.423909188,0.0213,0.0481,0.467191601,0.464788732,0.531799729,-0.050390348,1.18336887,0.866467364,0.0402,0.389352149,0.67804878,-0.07,0.601667736,0.363148479,3.048780488,-0.189267585,-1.433789136,-0.0485,-0.051288112,0.777728086,0.54293381,0.647121535,-0.1111,0.246196833,0.557729314,0.125031447,-0.24077927,-0.0882,-0.1424,-0.1006,6.578947368,-1.529877688,0.643681847,0.0162,0.260423348,-0.0497,0.071542979,-0.0137,0.698102358,0.757349278,-0.0268,-0.1404,0.487491982,0.288868445,0.713277742,4.504504505,0.152,4.496402878,-0.0348,0.684684685,0.60488291,-0.1044,0.810234542,-0.0356,0.530182927,3.207184092,0.717126363,-0.1195,0.494079656,0.426666667,0.1876,0.93472845,1.10612855,0.84352518,0.798684211,0.683453237,1.051956382,0.902428058,0.926972281,1.276595745,-2.065577303,0.681707317,0.545863309,0.3118,0.190628328,-0.1064,0.328,0.676829268,-1.091963753,-1.222260176,0.1408,0.247560976,0.138077686,-0.0219,0.0812,0.404583956,0.296231884,0.78192446,0.611890244,-1.975800829,-0.216780488,0.711994869,0.370121951,-1.531709722,0.1739,0.408038977,0.2007,0.1214,0.569920091,0.2224,0.2236,-0.0131,-0.036,-0.0306,0.0344,-0.1056,0.589949211,12.31527094,-0.0894,-0.0927,-0.0525,4.982561036,4.472271914,0.222,0.421156373,0.46190803,5.330490405,-1.375956492,0.002690583,1.495073892,0.998201439,2.733990148,-0.164736645,8.23723229,-1.316308345,5.750431282,0.57195122,0.546846847,0.428961749,26.02,3,26
